time [ms], AccX [g], AccY [g], AccZ [g], GyroX [deg/s], GyroY [deg/s], GyroZ [deg/s]
164731,1.06,-0.01,-0.05,0.03,-0.11,0.13
164734,1.06,-0.01,-0.07,0.09,0.08,0.01
164737,1.06,-0.02,-0.05,0.07,0.01,0.06
164740,1.06,-0.01,-0.05,-0.05,0.03,-0.01
164743,1.07,-0.01,-0.06,0.15,0.09,0.10
164746,1.07,-0.02,-0.06,-0.06,-0.09,-0.02
164749,1.06,-0.01,-0.06,0.18,0.27,0.10
164752,1.06,-0.01,-0.06,-0.03,-0.41,-0.14
164755,1.06,-0.01,-0.07,0.03,-0.15,-0.20
164758,1.07,-0.02,-0.05,-0.05,-0.05,-0.04
164760,1.07,-0.01,-0.06,0.33,0.37,0.06
164763,1.07,-0.01,-0.07,0.01,-0.28,-0.04
164768,1.06,-0.02,-0.05,0.29,-0.17,-0.22
164771,1.06,-0.01,-0.05,-0.12,-0.41,0.12
164774,1.06,-0.02,-0.06,0.12,0.11,0.16
164777,1.06,-0.02,-0.05,-0.05,0.21,-0.23
164780,1.06,-0.01,-0.06,0.30,-0.06,0.07
164782,1.06,-0.02,-0.05,-0.02,-0.20,0.09
164785,1.07,-0.01,-0.06,-0.08,-0.00,-0.14
164788,1.06,-0.02,-0.06,0.09,-0.05,-0.30
164791,1.06,-0.02,-0.06,0.04,-0.03,0.04
164794,1.06,-0.01,-0.06,0.24,-0.34,0.19
164797,1.06,-0.01,-0.05,0.38,-0.24,-0.07
164800,1.07,-0.01,-0.06,-0.25,0.05,-0.01
164804,1.06,-0.02,-0.06,-0.12,-0.28,0.04
164807,1.06,-0.01,-0.06,-0.11,-0.29,-0.10
164810,1.06,-0.02,-0.06,-0.08,0.11,-0.07
164813,1.07,-0.01,-0.06,0.01,-0.15,-0.10
164816,1.06,-0.02,-0.06,0.27,-0.29,0.06
164819,1.06,-0.01,-0.05,0.32,0.03,-0.20
164822,1.06,-0.01,-0.07,0.03,-0.43,0.01
164825,1.06,-0.01,-0.06,0.11,-0.02,-0.05
164828,1.06,-0.02,-0.06,0.14,-0.29,-0.19
164831,1.06,-0.01,-0.06,0.33,-0.17,-0.07
164834,1.07,-0.02,-0.06,-0.06,-0.03,0.04
164837,1.06,-0.01,-0.06,-0.06,-0.34,0.09
164841,1.06,-0.01,-0.05,0.04,-0.31,0.19
164844,1.06,-0.01,-0.06,0.20,-0.38,-0.22
164847,1.06,-0.02,-0.06,-0.17,-0.37,0.15
164850,1.06,-0.01,-0.06,0.12,-0.18,-0.17
164853,1.06,-0.01,-0.07,-0.23,-0.24,-0.19
164856,1.06,-0.01,-0.05,0.24,0.12,0.13
164859,1.06,-0.02,-0.06,0.14,-0.37,-0.04
164862,1.06,-0.02,-0.07,0.24,0.27,0.24
164865,1.06,-0.02,-0.06,0.26,-0.32,0.01
164868,1.07,-0.01,-0.06,-0.02,-0.21,0.35
164871,1.07,-0.01,-0.06,0.18,-0.37,-0.40
164874,1.06,-0.01,-0.06,-0.08,-0.05,0.19
164878,1.06,-0.01,-0.06,0.01,-0.06,-0.07
164881,1.06,-0.02,-0.05,0.01,-0.34,-0.26
164884,1.06,-0.01,-0.06,0.17,-0.35,-0.02
164887,1.06,-0.01,-0.05,0.03,-0.08,0.30
164890,1.06,-0.01,-0.05,-0.03,-0.34,0.04
164893,1.06,-0.02,-0.05,-0.05,-0.29,0.18
164896,1.06,-0.01,-0.06,0.21,-0.40,-0.26
164899,1.06,-0.01,-0.07,0.11,0.01,-0.05
164902,1.06,-0.02,-0.06,0.18,-0.46,-0.25
164905,1.07,-0.01,-0.06,-0.09,0.05,0.15
164908,1.06,-0.01,-0.06,0.15,-0.32,-0.04
164911,1.06,-0.01,-0.05,-0.06,0.08,0.27
164914,1.07,-0.01,-0.06,0.32,-0.23,0.19
164918,1.06,-0.02,-0.05,0.01,-0.50,-0.22
164921,1.06,-0.02,-0.05,0.11,0.09,0.06
164924,1.06,-0.02,-0.05,-0.06,-0.06,0.18
164927,1.06,-0.01,-0.05,0.12,0.29,-0.23
164930,1.06,-0.02,-0.06,0.29,-0.20,0.16
164933,1.06,-0.01,-0.06,-0.06,-0.38,0.04
164936,1.06,-0.01,-0.05,0.17,-0.18,0.01
164939,1.07,-0.02,-0.06,0.18,-0.35,0.04
164942,1.07,-0.02,-0.06,0.44,0.06,-0.05
164945,1.06,-0.01,-0.06,-0.08,0.01,-0.05
164948,1.06,-0.02,-0.06,-0.06,-0.29,0.21
164951,1.06,-0.01,-0.06,0.23,-0.18,0.03
164955,1.06,-0.01,-0.07,-0.08,-0.26,-0.11
164958,1.07,-0.02,-0.06,0.24,-0.24,-0.05
164961,1.06,-0.01,-0.06,0.09,-0.14,0.09
164964,1.06,-0.01,-0.07,0.04,-0.15,0.06
164967,1.06,-0.01,-0.06,0.14,-0.37,0.10
164970,1.07,-0.01,-0.06,0.23,-0.12,-0.05
164973,1.07,-0.01,-0.06,-0.18,-0.32,0.15
164976,1.07,-0.01,-0.05,0.49,0.15,0.32
164979,1.06,-0.02,-0.06,-0.02,-0.18,-0.13
164982,1.06,-0.01,-0.06,0.27,-0.09,-0.19
164985,1.06,-0.02,-0.06,-0.02,-0.11,0.21
164988,1.06,-0.01,-0.06,0.11,0.18,-0.31
164992,1.07,-0.01,-0.06,0.21,-0.06,0.01
164995,1.06,-0.02,-0.05,-0.03,-0.12,0.09
164998,1.07,-0.01,-0.05,-0.06,0.01,-0.23
165001,1.06,-0.01,-0.06,-0.18,-0.14,0.18
165004,1.06,-0.01,-0.06,0.15,-0.35,0.16
165007,1.07,-0.02,-0.05,0.29,-0.14,0.16
165010,1.07,-0.01,-0.05,0.29,-0.23,0.07
165013,1.06,-0.02,-0.06,0.09,0.50,0.06
165016,1.06,-0.01,-0.05,-0.02,-0.38,0.15
165018,1.06,-0.01,-0.06,0.24,-0.14,-0.02
165022,1.06,-0.01,-0.06,0.07,0.08,-0.04
165024,1.06,-0.01,-0.06,-0.11,-0.38,0.07
165027,1.06,-0.01,-0.05,0.09,-0.20,0.09
165032,1.07,-0.02,-0.05,-0.00,0.15,0.01
165035,1.06,-0.01,-0.06,0.14,-0.14,0.30
165038,1.06,-0.01,-0.05,0.27,0.05,-0.01
165041,1.06,-0.01,-0.07,0.03,-0.21,0.44
165043,1.07,-0.01,-0.06,0.04,-0.20,-0.07
165046,1.06,-0.01,-0.06,0.06,-0.08,0.12
165049,1.06,-0.01,-0.05,-0.03,-0.23,-0.14
165052,1.06,-0.01,-0.06,0.18,0.38,0.01
165055,1.06,-0.01,-0.06,-0.08,-0.12,0.04
165058,1.06,-0.01,-0.06,0.14,-0.55,-0.02
165061,1.06,-0.01,-0.06,-0.12,-0.24,0.01
165064,1.06,-0.01,-0.06,0.23,-0.20,-0.02
165068,1.07,-0.01,-0.06,-0.02,-0.03,0.16
165071,1.07,-0.02,-0.06,0.26,0.29,-0.01
165074,1.06,-0.02,-0.05,0.01,-0.18,0.21
165077,1.06,-0.01,-0.06,0.14,-0.14,0.03
165080,1.06,-0.02,-0.06,0.11,-0.38,0.15
165083,1.06,-0.01,-0.06,0.23,0.11,0.16
165086,1.06,-0.01,-0.06,-0.06,-0.31,0.19
165089,1.06,-0.02,-0.05,-0.11,0.01,-0.17
165092,1.06,-0.01,-0.05,-0.09,-0.21,0.10
165095,1.06,-0.01,-0.06,0.15,-0.32,0.04
165098,1.06,-0.01,-0.06,-0.05,-0.12,0.06
165101,1.06,-0.01,-0.06,0.18,-0.11,-0.13
165105,1.06,-0.01,-0.06,0.26,0.24,-0.10
165108,1.06,-0.02,-0.05,0.01,-0.50,0.35
165111,1.07,-0.02,-0.06,0.26,0.08,-0.20
165114,1.06,-0.02,-0.05,0.07,0.09,-0.31
165117,1.06,-0.01,-0.06,0.18,-0.28,0.10
165120,1.06,-0.01,-0.05,-0.09,-0.12,0.16
165123,1.06,-0.02,-0.06,0.14,-0.17,0.16
165126,1.06,-0.01,-0.06,0.01,-0.41,-0.13
165129,1.06,-0.02,-0.06,-0.00,0.29,0.03
165132,1.06,-0.01,-0.06,-0.08,-0.14,-0.08
165135,1.07,-0.01,-0.05,0.27,-0.24,-0.11
165138,1.06,-0.02,-0.06,0.12,0.09,-0.02
165141,1.06,-0.01,-0.06,0.11,-0.08,-0.10
165145,1.06,-0.01,-0.06,0.12,-0.20,-0.26
165148,1.07,-0.02,-0.06,0.27,-0.20,-0.16
165151,1.06,-0.02,-0.06,-0.03,-0.23,0.07
165154,1.07,-0.01,-0.06,-0.00,0.29,0.01
165157,1.07,-0.02,-0.06,0.01,-0.41,0.04
165160,1.06,-0.01,-0.07,0.30,-0.14,-0.13
165163,1.06,-0.01,-0.06,0.09,-0.17,-0.36
165166,1.06,-0.02,-0.07,0.03,0.14,-0.05
165169,1.07,-0.01,-0.06,0.12,-0.26,-0.02
165172,1.06,-0.01,-0.06,-0.15,-0.55,-0.07
165175,1.06,-0.01,-0.06,0.07,-0.06,-0.01
165178,1.06,-0.01,-0.05,0.11,0.03,0.28
165182,1.06,-0.02,-0.06,-0.03,-0.02,0.22
165185,1.06,-0.01,-0.06,0.14,-0.20,-0.11
165188,1.07,-0.01,-0.06,-0.03,-0.20,-0.02
165191,1.06,-0.02,-0.06,-0.00,-0.29,0.30
165194,1.06,-0.02,-0.06,-0.05,-0.21,0.24
165197,1.06,-0.01,-0.06,0.14,-0.21,-0.23
165200,1.07,-0.02,-0.06,0.12,-0.32,-0.07
165203,1.06,-0.01,-0.06,-0.17,-0.66,-0.22
165206,1.06,-0.02,-0.06,0.12,0.27,-0.02
165209,1.06,-0.01,-0.06,0.23,-0.14,-0.16
165212,1.06,-0.01,-0.06,0.23,-0.21,0.30
165215,1.06,-0.02,-0.06,-0.05,-0.08,-0.19
165234,1.06,-0.01,-0.05,0.03,-0.46,0.04
165237,1.06,-0.01,-0.06,0.12,-0.41,-0.01
165240,1.07,-0.01,-0.07,-0.08,-0.18,-0.10
165243,1.06,-0.01,-0.06,0.09,-0.21,0.04
165246,1.06,-0.01,-0.06,0.06,-0.03,-0.07
165249,1.06,-0.01,-0.05,0.06,0.01,0.35
165252,1.07,-0.01,-0.05,0.18,-0.20,-0.23
165255,1.06,-0.01,-0.06,0.21,0.03,-0.08
165258,1.07,-0.02,-0.06,-0.02,-0.18,0.01
165261,1.06,-0.01,-0.06,0.17,-0.32,-0.02
165264,1.06,-0.02,-0.07,-0.18,0.03,0.12
165266,1.06,-0.01,-0.06,-0.05,-0.12,0.06
165270,1.06,-0.01,-0.06,0.12,0.12,0.15
165274,1.06,-0.02,-0.06,0.26,-0.09,-0.08
165277,1.06,-0.02,-0.06,-0.20,-0.31,0.27
165280,1.06,-0.02,-0.05,0.01,0.12,-0.20
165283,1.06,-0.02,-0.06,0.14,0.35,0.10
165286,1.06,-0.02,-0.06,0.12,-0.05,-0.08
165289,1.07,-0.01,-0.06,0.17,-0.14,-0.10
165292,1.06,-0.01,-0.06,0.07,-0.35,0.09
165294,1.06,-0.02,-0.06,0.15,-0.12,-0.01
165297,1.06,-0.01,-0.07,0.04,-0.11,0.13
165300,1.06,-0.01,-0.07,-0.08,-0.06,-0.16
165303,1.06,-0.02,-0.05,0.15,0.08,-0.01
165306,1.06,-0.02,-0.05,-0.08,-0.38,-0.04
165310,1.06,-0.01,-0.06,-0.28,-0.38,0.15
165313,1.07,-0.02,-0.06,0.17,0.12,-0.16
165316,1.06,-0.02,-0.05,-0.06,-0.44,-0.25
165319,1.06,-0.02,-0.05,0.12,0.30,-0.02
165322,1.07,-0.01,-0.05,-0.20,-0.23,0.10
165325,1.07,-0.02,-0.06,0.43,-0.18,-0.26
165328,1.06,-0.01,-0.06,0.24,-0.17,0.06
165331,1.06,-0.01,-0.06,0.07,-0.18,0.15
165334,1.06,-0.01,-0.06,0.15,-0.18,0.06
165337,1.06,-0.01,-0.06,0.29,-0.35,0.21
165340,1.06,-0.02,-0.06,0.20,-0.21,0.01
165343,1.06,-0.01,-0.05,0.06,0.58,-0.01
165347,1.06,-0.01,-0.06,0.07,0.03,-0.26
165350,1.06,-0.01,-0.06,0.15,-0.17,0.15
165353,1.06,-0.01,-0.06,0.21,-0.31,0.21
165356,1.06,-0.02,-0.05,-0.14,-0.26,0.04
165359,1.06,-0.02,-0.07,0.23,-0.41,-0.04
165362,1.06,-0.01,-0.05,-0.02,0.08,-0.33
165365,1.06,-0.01,-0.05,-0.02,-0.09,0.27
165368,1.06,-0.02,-0.07,0.04,-0.52,0.01
165371,1.06,-0.01,-0.06,0.06,0.18,-0.04
165374,1.06,-0.02,-0.07,0.23,-0.14,0.13
165377,1.06,-0.02,-0.06,0.46,0.03,0.04
165380,1.06,-0.02,-0.05,-0.03,0.18,0.07
165383,1.06,-0.02,-0.06,0.09,-0.32,-0.01
165387,1.06,-0.01,-0.06,0.01,-0.20,0.12
165390,1.06,-0.02,-0.06,0.11,-0.15,-0.04
165393,1.06,-0.01,-0.06,0.07,-0.18,-0.34
165396,1.07,-0.02,-0.05,-0.03,-0.08,-0.07
165399,1.06,-0.01,-0.06,0.07,-0.35,0.06
165402,1.06,-0.02,-0.07,0.04,-0.38,0.27
165405,1.05,-0.01,-0.06,0.06,0.23,-0.07
165408,1.07,-0.01,-0.07,-0.00,0.03,-0.07
165411,1.06,-0.02,-0.05,-0.28,-0.24,-0.11
165414,1.06,-0.01,-0.06,0.15,-0.06,-0.08
165417,1.06,-0.02,-0.07,0.07,-0.38,0.18
165420,1.06,-0.01,-0.06,0.20,0.12,0.13
165424,1.06,-0.01,-0.06,-0.09,-0.40,0.03
165427,1.07,-0.01,-0.06,0.12,-0.02,-0.25
165430,1.06,-0.01,-0.05,0.17,-0.26,0.03
165433,1.07,-0.02,-0.06,0.14,-0.49,-0.20
165436,1.06,-0.01,-0.05,0.24,0.01,0.06
165439,1.07,-0.01,-0.06,0.12,-0.14,0.03
165442,1.06,-0.01,-0.06,-0.12,-0.55,0.03
165445,1.06,-0.02,-0.05,0.07,-0.09,-0.49
165448,1.06,-0.02,-0.06,0.32,-0.18,-0.08
165451,1.06,-0.01,-0.06,-0.05,-0.15,0.04
165454,1.07,-0.01,-0.06,0.09,0.12,-0.33
165457,1.06,-0.02,-0.06,-0.29,0.29,0.22
165461,1.06,-0.01,-0.06,0.03,0.18,-0.07
165464,1.06,-0.02,-0.07,-0.14,-0.08,0.10
165467,1.07,-0.01,-0.06,0.07,-0.31,0.32
165470,1.06,-0.01,-0.06,0.11,-0.40,0.04
165473,1.07,-0.02,-0.05,0.33,0.05,-0.26
165476,1.06,-0.01,-0.05,0.23,-0.46,0.06
165479,1.06,-0.02,-0.06,-0.08,-0.40,-0.13
165482,1.06,-0.02,-0.06,0.35,-0.08,-0.11
165485,1.07,-0.01,-0.06,-0.09,-0.15,0.09
165488,1.06,-0.01,-0.06,0.46,-0.37,0.13
165491,1.07,-0.02,-0.06,-0.15,-0.37,0.18
165494,1.06,-0.02,-0.05,-0.00,0.12,0.10
165497,1.06,-0.02,-0.06,0.06,-0.09,0.01
165501,1.06,-0.01,-0.06,0.07,0.09,0.10
165504,1.07,-0.01,-0.06,0.03,-0.53,0.04
165507,1.07,-0.01,-0.06,0.01,-0.05,-0.13
165510,1.07,-0.01,-0.06,0.03,-0.20,0.04
165513,1.07,-0.01,-0.06,0.06,-0.08,0.07
165516,1.07,-0.01,-0.05,0.11,-0.37,-0.07
165518,1.06,-0.01,-0.06,-0.00,-0.49,-0.02
165521,1.06,-0.02,-0.06,0.12,-0.41,0.22
165524,1.07,-0.01,-0.06,0.03,-0.17,-0.10
165527,1.06,-0.02,-0.06,-0.03,-0.32,-0.01
165530,1.06,-0.02,-0.06,0.07,-0.34,0.06
165533,1.06,-0.02,-0.06,0.46,-0.20,-0.08
165538,1.06,-0.01,-0.05,-0.02,-0.06,-0.05
165541,1.07,-0.01,-0.06,0.24,-0.29,0.03
165543,1.06,-0.01,-0.06,-0.05,-0.64,-0.20
165546,1.06,-0.01,-0.06,-0.02,-0.21,-0.01
165549,1.07,-0.01,-0.05,0.07,-0.41,-0.14
165552,1.06,-0.01,-0.07,0.14,0.18,-0.23
165555,1.06,-0.01,-0.06,0.01,0.23,0.27
165558,1.05,-0.01,-0.06,0.03,0.01,-0.02
165561,1.07,-0.01,-0.05,0.06,-0.08,-0.04
165564,1.06,-0.02,-0.06,0.09,-0.12,-0.07
165567,1.07,-0.01,-0.06,0.23,-0.28,-0.07
165570,1.06,-0.01,-0.06,0.07,-0.03,-0.17
165574,1.07,-0.01,-0.06,0.20,-0.15,-0.11
165577,1.06,-0.02,-0.06,0.03,-0.34,0.10
165580,1.06,-0.01,-0.06,0.01,0.05,0.07
165583,1.06,-0.01,-0.05,0.32,-0.38,0.04
165586,1.06,-0.01,-0.06,0.24,0.08,0.10
165589,1.06,-0.01,-0.05,-0.23,-0.00,0.01
165592,1.06,-0.01,-0.05,0.15,-0.32,-0.11
165595,1.06,-0.02,-0.06,0.11,-0.03,-0.14
165598,1.06,-0.02,-0.06,-0.17,0.05,-0.20
165601,1.07,-0.01,-0.05,0.38,-0.15,0.24
165604,1.07,-0.02,-0.06,0.09,-0.23,-0.05
165607,1.07,-0.01,-0.06,0.18,0.08,-0.01
165610,1.06,-0.02,-0.05,0.06,-0.18,-0.14
165614,1.06,-0.02,-0.06,0.40,-0.15,-0.10
165617,1.07,-0.02,-0.06,-0.09,-0.38,-0.34
165620,1.06,-0.01,-0.06,-0.02,-0.28,0.24
165623,1.07,-0.02,-0.06,0.43,-0.21,-0.13
165626,1.07,-0.02,-0.06,0.09,0.08,0.04
165629,1.06,-0.01,-0.05,-0.14,-0.08,-0.23
165632,1.06,-0.01,-0.06,0.40,-0.50,0.12
165635,1.06,-0.02,-0.06,-0.11,-0.08,0.06
165638,1.06,-0.02,-0.07,-0.17,-0.11,0.13
165641,1.06,-0.01,-0.06,0.01,-0.34,0.16
165644,1.06,-0.01,-0.06,0.09,-0.09,0.22
165647,1.06,-0.01,-0.06,0.14,0.03,-0.28
165651,1.06,-0.01,-0.06,-0.00,-0.17,-0.05
165654,1.06,-0.02,-0.06,0.14,-0.31,0.01
165657,1.06,-0.02,-0.05,-0.12,-0.32,0.04
165660,1.06,-0.02,-0.06,0.15,-0.23,0.09
165663,1.06,-0.01,-0.06,-0.23,-0.09,0.22
165666,1.06,-0.01,-0.06,-0.22,-0.40,0.21
165669,1.06,-0.01,-0.06,0.14,-0.12,-0.28
165672,1.06,-0.02,-0.05,-0.03,-0.06,0.09
165675,1.07,-0.01,-0.05,-0.17,-0.31,-0.28
165678,1.06,-0.02,-0.05,-0.23,-0.09,0.03
165681,1.06,-0.01,-0.06,0.21,-0.18,-0.22
165684,1.06,-0.02,-0.06,0.09,-0.31,0.01
165688,1.06,-0.01,-0.07,0.20,0.03,-0.17
165691,1.06,-0.01,-0.06,-0.11,-0.08,0.10
165694,1.06,-0.02,-0.05,0.04,-0.53,-0.17
165697,1.07,-0.01,-0.06,0.03,0.18,0.16
165700,1.06,-0.01,-0.07,0.29,-0.20,-0.13
165703,1.07,-0.01,-0.06,0.47,-0.06,-0.04
165706,1.06,-0.01,-0.06,0.11,-0.18,0.09
165709,1.06,-0.01,-0.06,0.09,-0.12,-0.22
165712,1.06,-0.01,-0.06,-0.00,-0.03,-0.08
165715,1.06,-0.01,-0.05,0.23,-0.28,-0.01
165718,1.07,-0.01,-0.06,-0.11,-0.03,0.33
165721,1.07,-0.01,-0.06,0.04,0.11,0.03
165725,1.06,-0.02,-0.07,-0.20,-0.24,-0.14
165728,1.06,-0.01,-0.07,-0.05,-0.17,-0.11
165731,1.07,-0.01,-0.06,0.09,-0.17,-0.08
165734,1.06,-0.01,-0.05,0.20,-0.24,-0.04
165737,1.06,-0.01,-0.07,0.14,-0.14,0.15
165740,1.06,-0.01,-0.06,-0.00,0.15,0.16
165743,1.06,-0.01,-0.06,0.15,-0.03,0.04
165746,1.06,-0.01,-0.06,-0.06,0.06,-0.04
165749,1.07,-0.02,-0.06,0.14,-0.06,0.09
165752,1.06,-0.01,-0.06,0.04,-0.21,0.18
165754,1.07,-0.01,-0.06,0.20,-0.29,-0.11
165757,1.06,-0.02,-0.06,0.12,0.12,-0.11
165760,1.06,-0.01,-0.06,0.04,-0.23,0.24
165765,1.07,-0.02,-0.06,0.33,-0.11,-0.08
165768,1.06,-0.02,-0.05,0.11,-0.08,0.33
165771,1.06,-0.01,-0.06,0.04,-0.09,-0.22
165774,1.07,-0.01,-0.06,0.14,-0.31,0.12
165777,1.06,-0.02,-0.06,0.04,-0.12,-0.11
165779,1.07,-0.02,-0.06,0.06,-0.00,0.07
165782,1.06,-0.02,-0.06,0.14,-0.28,0.22
165785,1.07,-0.01,-0.06,0.14,-0.24,0.09
165788,1.07,-0.01,-0.06,-0.02,0.09,-0.01
165791,1.06,-0.01,-0.06,0.15,-0.29,0.27
165794,1.07,-0.02,-0.06,-0.03,-0.20,0.22
165797,1.07,-0.02,-0.05,0.15,-0.12,0.06
165801,1.06,-0.01,-0.06,0.20,-0.18,0.10
165804,1.06,-0.02,-0.05,0.11,-0.06,0.06
165807,1.06,-0.02,-0.07,0.21,-0.28,0.15
165810,1.07,-0.01,-0.06,-0.05,-0.03,-0.33
165813,1.05,-0.02,-0.06,-0.00,-0.38,0.03
165816,1.06,-0.01,-0.06,0.14,0.01,0.24
165819,1.06,-0.01,-0.06,-0.09,-0.08,-0.30
165822,1.06,-0.02,-0.05,0.21,-0.09,0.22
165825,1.06,-0.01,-0.06,-0.12,-0.15,-0.23
165828,1.07,-0.01,-0.06,0.35,0.09,0.35
165831,1.06,-0.01,-0.06,0.23,-0.31,0.09
165834,1.06,-0.01,-0.06,-0.11,0.06,-0.10
165853,1.06,-0.01,-0.06,0.04,-0.69,-0.01
165856,1.06,-0.02,-0.05,-0.11,-0.00,-0.13
165859,1.07,-0.02,-0.06,0.27,-0.50,-0.13
165862,1.06,-0.02,-0.06,0.07,-0.15,0.01
165865,1.06,-0.02,-0.06,0.07,-0.24,0.04
165868,1.06,-0.02,-0.06,0.09,-0.29,-0.11
165871,1.06,-0.02,-0.06,0.24,-0.46,0.39
165874,1.07,-0.01,-0.06,0.24,0.37,-0.17
165877,1.07,-0.01,-0.07,-0.18,0.17,-0.30
165880,1.07,-0.02,-0.06,0.09,-0.47,-0.02
165883,1.07,-0.01,-0.06,0.24,-0.03,-0.01
165886,1.06,-0.01,-0.06,-0.26,-0.09,-0.13
165889,1.06,-0.01,-0.06,0.09,-0.32,-0.08
165893,1.07,-0.01,-0.07,0.30,0.03,-0.11
165896,1.07,-0.01,-0.06,0.09,-0.49,0.22
165899,1.05,-0.02,-0.05,-0.11,-0.15,-0.25
165902,1.06,-0.02,-0.05,0.17,-0.20,0.21
165905,1.06,-0.01,-0.05,0.04,0.29,0.10
165908,1.07,-0.02,-0.07,0.17,-0.17,-0.10
165911,1.06,-0.02,-0.06,-0.31,0.21,-0.14
165914,1.06,-0.01,-0.05,0.12,-0.08,0.04
165917,1.06,-0.01,-0.06,0.30,-0.20,0.18
165920,1.06,-0.02,-0.06,0.21,0.01,-0.04
165923,1.07,-0.02,-0.06,0.12,-0.43,-0.05
165926,1.06,-0.01,-0.05,0.20,-0.20,0.03
165930,1.07,-0.01,-0.05,0.27,-0.40,-0.16
165933,1.06,-0.02,-0.06,0.46,0.11,-0.02
165936,1.07,-0.01,-0.06,0.04,-0.06,-0.04
165939,1.06,-0.02,-0.06,0.32,-0.12,0.09
165942,1.06,-0.02,-0.06,0.03,-0.08,-0.05
165945,1.06,-0.01,-0.06,0.11,-0.18,0.19
165948,1.06,-0.01,-0.06,0.30,-0.24,0.21
165951,1.07,-0.02,-0.05,0.03,-0.24,0.04
165954,1.06,-0.02,-0.07,0.14,-0.47,0.04
165957,1.07,-0.01,-0.06,-0.09,0.15,0.06
165960,1.06,-0.01,-0.06,0.20,-0.08,0.10
165963,1.06,-0.02,-0.05,0.03,0.01,0.15
165967,1.06,-0.02,-0.06,0.18,-0.24,0.15
165970,1.07,-0.02,-0.05,-0.25,-0.12,-0.14
165973,1.07,-0.01,-0.06,0.17,-0.02,-0.13
165976,1.06,-0.01,-0.06,0.01,0.11,-0.10
165979,1.07,-0.01,-0.06,0.14,-0.35,-0.01
165982,1.07,-0.01,-0.06,0.14,-0.34,-0.08
165985,1.06,-0.01,-0.05,0.01,-0.32,0.18
165988,1.07,-0.02,-0.06,-0.14,-0.26,0.12
165991,1.06,-0.01,-0.05,0.24,0.23,0.16
165994,1.06,-0.01,-0.06,-0.05,-0.50,0.33
165997,1.06,-0.02,-0.05,-0.00,-0.02,-0.08
165999,1.06,-0.01,-0.05,0.14,-0.09,-0.05
166002,1.06,-0.01,-0.06,0.11,-0.21,0.18
166007,1.06,-0.01,-0.06,0.09,-0.14,-0.01
166010,1.07,-0.01,-0.05,-0.09,0.29,0.15
166013,1.06,-0.01,-0.06,0.09,-0.17,0.07
166015,1.07,-0.01,-0.06,0.12,-0.20,0.13
166018,1.06,-0.01,-0.06,0.15,-0.34,0.04
166021,1.06,-0.01,-0.06,0.18,-0.15,0.12
166024,1.06,-0.01,-0.06,0.21,-0.26,0.03
166027,1.06,-0.01,-0.05,0.03,-0.64,-0.01
166030,1.06,-0.01,-0.06,-0.18,0.11,0.03
166033,1.06,-0.01,-0.06,0.17,0.06,-0.11
166036,1.07,-0.02,-0.06,-0.14,-0.32,-0.05
166039,1.06,-0.02,-0.06,-0.06,-0.08,-0.04
166043,1.06,-0.02,-0.06,-0.26,-0.46,0.07
166046,1.07,-0.01,-0.06,0.09,0.18,0.21
166049,1.07,-0.01,-0.05,0.20,-0.06,-0.02
166052,1.06,-0.01,-0.06,0.15,-0.00,0.18
166055,1.06,-0.02,-0.06,0.17,0.15,0.03
166058,1.07,-0.01,-0.06,0.21,-0.05,-0.20
166061,1.06,-0.01,-0.06,-0.08,0.18,0.25
166064,1.06,-0.01,-0.06,-0.08,-0.02,0.16
166067,1.06,-0.02,-0.06,-0.14,-0.14,-0.28
166070,1.06,-0.01,-0.05,-0.00,0.08,0.06
166073,1.06,-0.01,-0.06,0.23,-0.08,-0.10
166076,1.06,-0.01,-0.06,-0.03,-0.32,-0.20
166080,1.07,-0.02,-0.05,0.32,0.01,-0.34
166083,1.06,-0.01,-0.06,0.01,0.03,0.06
166086,1.06,-0.01,-0.05,0.11,0.06,-0.05
166089,1.06,-0.01,-0.07,0.18,-0.14,-0.07
166092,1.07,-0.01,-0.06,-0.08,-0.14,-0.04
166095,1.07,-0.01,-0.06,0.15,-0.28,-0.04
166098,1.06,-0.02,-0.05,0.27,-0.23,0.19
166101,1.07,-0.01,-0.06,0.11,0.11,-0.04
166104,1.06,-0.01,-0.07,0.01,-0.08,-0.04
166107,1.06,-0.01,-0.06,0.29,-0.05,0.01
166110,1.06,-0.01,-0.06,0.17,-0.24,0.13
166113,1.07,-0.01,-0.06,0.01,-0.52,-0.28
166116,1.06,-0.02,-0.06,0.11,0.14,0.39
166120,1.06,-0.02,-0.06,-0.09,-0.00,-0.43
166123,1.06,-0.02,-0.07,0.11,-0.23,-0.04
166126,1.06,-0.01,-0.06,0.12,-0.03,0.21
166129,1.06,-0.02,-0.05,0.06,-0.09,-0.13
166132,1.06,-0.02,-0.05,-0.12,0.23,-0.05
166135,1.06,-0.02,-0.05,0.12,0.14,0.28
166138,1.06,-0.02,-0.07,-0.11,0.27,-0.11
166141,1.07,-0.02,-0.06,0.38,0.05,0.18
166144,1.07,-0.01,-0.06,-0.05,-0.00,0.12
166147,1.06,-0.02,-0.06,0.20,-0.32,0.03
166150,1.06,-0.02,-0.05,-0.02,-0.43,0.10
166153,1.06,-0.02,-0.06,0.18,-0.23,-0.05
166157,1.06,-0.01,-0.06,-0.12,-0.23,-0.22
