time [ms], AccX [g], AccY [g], AccZ [g], GyroX [deg/s], GyroY [deg/s], GyroZ [deg/s]
163291,1.06,-0.01,-0.06,-0.17,-0.03,-0.01
163294,1.06,-0.02,-0.06,-0.06,-0.05,0.10
163297,1.05,-0.02,-0.06,0.38,-0.06,-0.08
163300,1.07,-0.02,-0.05,0.18,-0.28,0.03
163303,1.06,-0.01,-0.06,0.21,-0.40,-0.04
163306,1.06,-0.01,-0.06,-0.06,0.09,0.24
163309,1.06,-0.02,-0.06,-0.03,0.01,0.01
163312,1.06,-0.02,-0.06,0.20,-0.38,-0.19
163315,1.06,-0.02,-0.06,0.26,-0.50,0.10
163318,1.06,-0.01,-0.07,0.17,0.09,-0.08
163321,1.06,-0.02,-0.05,0.04,-0.05,0.16
163325,1.06,-0.01,-0.05,0.18,0.55,0.16
163328,1.06,-0.01,-0.06,0.03,0.05,-0.01
163331,1.07,-0.01,-0.06,0.15,-0.29,-0.16
163334,1.06,-0.01,-0.05,-0.00,0.01,0.13
163337,1.06,-0.01,-0.06,0.21,-0.43,-0.05
163339,1.06,-0.01,-0.06,0.18,-0.40,0.04
163342,1.06,-0.01,-0.07,0.21,-0.32,-0.07
163345,1.06,-0.01,-0.05,-0.02,-0.32,0.15
163348,1.06,-0.01,-0.06,0.15,-0.40,-0.22
163351,1.06,-0.01,-0.06,0.23,-0.00,-0.19
163354,1.06,-0.01,-0.06,-0.18,-0.20,0.15
163357,1.06,-0.01,-0.06,-0.00,0.03,-0.11
163376,1.06,-0.01,-0.07,0.07,-0.38,-0.13
163380,1.06,-0.02,-0.06,0.15,-0.12,-0.28
163382,1.06,-0.01,-0.06,0.36,0.03,0.07
163385,1.06,-0.02,-0.07,0.23,-0.02,0.07
163388,1.07,-0.01,-0.06,0.01,-0.15,-0.22
163391,1.06,-0.01,-0.06,0.15,-0.50,-0.13
163394,1.06,-0.01,-0.07,-0.14,-0.06,0.15
163397,1.06,-0.01,-0.06,0.07,0.09,0.03
163400,1.06,-0.01,-0.06,0.06,-0.09,-0.16
163403,1.06,-0.01,-0.06,0.27,-0.09,0.12
163406,1.06,-0.02,-0.06,0.14,-0.18,0.25
163409,1.06,-0.01,-0.07,0.09,-0.17,-0.28
163412,1.06,-0.01,-0.06,-0.00,-0.46,0.13
163416,1.07,-0.02,-0.06,0.23,-0.17,-0.42
163419,1.06,-0.01,-0.05,0.11,-0.06,0.03
163422,1.06,-0.01,-0.06,0.26,-0.17,0.01
163425,1.06,-0.01,-0.05,0.07,-0.09,-0.16
163428,1.06,-0.02,-0.06,0.07,-0.28,0.06
163431,1.06,-0.01,-0.06,0.01,-0.09,0.03
163434,1.06,-0.01,-0.07,-0.02,-0.26,-0.19
163437,1.07,-0.02,-0.06,0.06,0.05,-0.13
163440,1.06,-0.01,-0.06,0.17,-0.23,-0.07
163443,1.06,-0.01,-0.06,0.12,-0.20,-0.04
163446,1.06,-0.01,-0.06,-0.02,-0.31,-0.19
163449,1.06,-0.01,-0.05,-0.06,-0.49,-0.34
163453,1.07,-0.02,-0.06,0.04,-0.15,0.36
163456,1.06,-0.01,-0.06,0.14,-0.21,-0.31
163459,1.06,-0.01,-0.06,-0.02,-0.23,0.10
163462,1.06,-0.01,-0.06,0.20,0.23,-0.20
163465,1.07,-0.01,-0.05,-0.03,-0.06,0.01
163468,1.06,-0.01,-0.06,0.11,-0.26,0.16
163471,1.06,-0.01,-0.06,-0.03,-0.37,0.03
163474,1.06,-0.02,-0.06,0.14,-0.08,-0.17
163477,1.06,-0.01,-0.06,0.11,-0.57,0.10
163480,1.07,-0.01,-0.06,-0.15,0.08,-0.07
163483,1.07,-0.01,-0.06,-0.18,0.08,0.01
163486,1.06,-0.02,-0.06,0.06,-0.11,-0.07
163490,1.07,-0.02,-0.06,0.15,0.21,0.04
163493,1.06,-0.01,-0.07,0.18,-0.38,-0.16
163496,1.06,-0.02,-0.06,0.20,0.01,0.16
163499,1.06,-0.01,-0.05,0.07,0.18,-0.08
163502,1.06,-0.01,-0.06,-0.08,0.20,0.32
163505,1.06,-0.02,-0.06,0.03,-0.44,0.13
163508,1.06,-0.01,-0.06,0.14,-0.24,0.27
163511,1.06,-0.02,-0.06,-0.00,-0.03,0.27
163514,1.06,-0.01,-0.06,0.12,-0.32,-0.26
163517,1.06,-0.02,-0.05,-0.14,0.06,-0.31
163520,1.07,-0.01,-0.06,0.24,-0.43,0.19
163523,1.07,-0.01,-0.06,0.04,-0.41,-0.02
163526,1.06,-0.01,-0.06,-0.17,0.01,0.36
163530,1.06,-0.01,-0.06,0.20,-0.06,-0.10
163533,1.06,-0.02,-0.06,0.15,-0.00,0.16
163536,1.07,-0.01,-0.05,0.14,-0.11,0.03
163539,1.06,-0.02,-0.06,-0.15,-0.28,-0.23
163542,1.06,-0.02,-0.05,0.32,0.21,-0.13
163545,1.06,-0.01,-0.07,-0.17,-0.08,0.16
163548,1.06,-0.01,-0.06,0.20,-0.15,-0.02
163551,1.06,-0.01,-0.05,-0.47,-0.26,0.25
163554,1.06,-0.01,-0.05,0.20,0.08,0.06
163557,1.06,-0.01,-0.06,-0.17,-0.21,0.16
163559,1.06,-0.02,-0.06,-0.08,-0.73,0.18
163562,1.07,-0.02,-0.06,0.09,-0.06,0.10
163567,1.07,-0.01,-0.06,0.07,-0.32,0.09
163570,1.06,-0.02,-0.06,0.11,-0.28,-0.11
163573,1.06,-0.01,-0.06,-0.17,-0.06,-0.01
163576,1.06,-0.01,-0.07,0.14,-0.34,0.06
163579,1.06,-0.02,-0.06,0.06,0.21,0.09
163582,1.06,-0.01,-0.06,0.14,-0.43,0.24
163585,1.07,-0.01,-0.05,-0.28,-0.34,0.06
163587,1.06,-0.02,-0.06,0.01,0.18,-0.13
163590,1.06,-0.01,-0.06,0.23,-0.37,0.18
163593,1.06,-0.01,-0.06,-0.06,-0.03,-0.17
163596,1.06,-0.02,-0.06,0.23,-0.20,0.13
163599,1.06,-0.02,-0.05,0.01,-0.21,-0.10
163604,1.06,-0.02,-0.06,-0.26,-0.15,-0.34
163607,1.06,-0.01,-0.06,0.04,0.15,-0.13
163609,1.06,-0.01,-0.06,0.23,-0.35,0.01
163612,1.07,-0.02,-0.06,0.03,-0.06,-0.01
163615,1.07,-0.01,-0.06,-0.00,-0.31,-0.13
163618,1.06,-0.01,-0.06,0.20,-0.29,-0.11
163621,1.06,-0.01,-0.05,-0.09,-0.05,0.01
163624,1.06,-0.01,-0.06,0.06,-0.29,-0.26
163627,1.06,-0.01,-0.07,0.06,-0.53,0.15
163630,1.06,-0.01,-0.06,0.29,-0.24,-0.01
163633,1.06,-0.02,-0.06,-0.03,0.12,0.12
163636,1.06,-0.02,-0.07,0.09,-0.26,0.07
163639,1.06,-0.02,-0.06,-0.06,-0.18,-0.19
163643,1.06,-0.02,-0.07,0.14,0.17,-0.04
163646,1.06,-0.02,-0.06,0.03,-0.20,-0.10
163649,1.06,-0.02,-0.05,-0.02,0.21,-0.20
163652,1.06,-0.01,-0.06,-0.00,-0.35,0.47
163655,1.06,-0.01,-0.07,0.20,-0.14,0.01
163658,1.06,-0.02,-0.05,0.07,-0.23,0.18
163661,1.06,-0.01,-0.06,-0.03,-0.03,-0.05
163664,1.06,-0.02,-0.05,0.07,-0.38,-0.11
163667,1.07,-0.02,-0.06,0.06,-0.20,0.16
163670,1.06,-0.01,-0.05,-0.03,-0.47,0.25
163673,1.06,-0.01,-0.06,-0.03,-0.12,-0.11
163676,1.06,-0.02,-0.06,0.07,0.08,-0.36
163680,1.06,-0.02,-0.06,-0.00,0.23,0.03
163683,1.06,-0.01,-0.06,0.21,-0.12,0.01
163686,1.07,-0.01,-0.06,0.04,-0.53,-0.04
163689,1.06,-0.01,-0.06,0.24,-0.17,0.13
163692,1.06,-0.02,-0.06,0.01,-0.38,-0.04
163695,1.06,-0.02,-0.06,0.11,-0.00,0.09
163698,1.06,-0.02,-0.06,0.09,0.35,-0.08
163701,1.06,-0.02,-0.05,0.09,-0.32,0.19
163704,1.07,-0.01,-0.06,0.01,-0.08,-0.31
163707,1.07,-0.01,-0.06,0.24,-0.15,0.09
163710,1.06,-0.02,-0.06,0.11,-0.28,-0.07
163713,1.06,-0.02,-0.06,0.18,-0.35,-0.02
163717,1.07,-0.02,-0.06,0.29,0.21,-0.13
163720,1.07,-0.02,-0.06,-0.11,-0.18,0.03
163723,1.06,-0.01,-0.06,-0.00,0.05,-0.10
163726,1.07,-0.01,-0.06,0.04,-0.14,0.18
163729,1.06,-0.01,-0.05,-0.02,-0.50,0.06
163732,1.06,-0.01,-0.06,0.11,0.18,0.18
163735,1.06,-0.01,-0.05,-0.03,-0.28,0.06
163738,1.06,-0.02,-0.06,-0.08,-0.06,0.13
163741,1.06,-0.02,-0.06,0.23,-0.31,0.10
163744,1.06,-0.01,-0.06,0.14,-0.02,-0.10
163747,1.06,-0.01,-0.07,0.21,-0.23,0.01
163750,1.06,-0.01,-0.06,-0.29,-0.46,0.04
163753,1.07,-0.01,-0.05,0.17,-0.26,-0.08
163757,1.06,-0.01,-0.06,0.03,-0.43,0.04
163760,1.06,-0.01,-0.06,0.20,0.34,0.01
163763,1.06,-0.01,-0.06,-0.18,0.24,-0.07
163766,1.06,-0.01,-0.06,0.18,-0.38,0.01
163769,1.06,-0.01,-0.06,0.20,0.40,-0.20
163772,1.06,-0.01,-0.06,0.17,-0.28,0.35
163775,1.06,-0.01,-0.06,-0.23,0.01,-0.16
163778,1.06,-0.01,-0.06,0.12,-0.44,-0.11
163781,1.06,-0.02,-0.06,-0.08,-0.24,0.21
163784,1.06,-0.02,-0.06,-0.09,-0.03,0.16
163787,1.06,-0.02,-0.07,-0.17,-0.66,-0.05
163790,1.06,-0.01,-0.06,-0.17,0.26,0.01
163794,1.06,-0.02,-0.06,0.21,-0.44,0.13
163797,1.07,-0.01,-0.06,0.15,0.08,-0.07
163800,1.07,-0.02,-0.06,-0.20,-0.26,-0.16
163803,1.07,-0.01,-0.05,0.11,0.08,0.04
163806,1.06,-0.02,-0.06,0.03,0.20,0.09
163809,1.07,-0.01,-0.06,0.12,-0.23,-0.08
163812,1.06,-0.02,-0.06,-0.02,-0.06,0.13
163815,1.07,-0.02,-0.06,0.12,-0.14,-0.01
163817,1.07,-0.02,-0.06,0.04,0.11,0.27
163820,1.07,-0.01,-0.06,0.18,-0.26,0.12
163823,1.06,-0.01,-0.06,0.18,-0.12,0.07
163826,1.06,-0.01,-0.06,0.01,-0.14,-0.17
163831,1.06,-0.02,-0.06,-0.17,-0.29,0.25
163834,1.07,-0.01,-0.06,0.38,-0.29,-0.17
163836,1.06,-0.02,-0.06,0.17,-0.05,-0.02
163839,1.06,-0.02,-0.06,0.03,-0.20,-0.19
163842,1.07,-0.01,-0.06,-0.00,-0.02,0.16
163845,1.06,-0.01,-0.05,-0.06,-0.00,-0.22
163848,1.06,-0.02,-0.06,0.17,0.06,-0.11
163851,1.06,-0.02,-0.06,-0.23,-0.09,-0.04
163854,1.06,-0.01,-0.06,0.18,-0.15,-0.10
163857,1.06,-0.02,-0.06,-0.00,-0.06,-0.13
163860,1.06,-0.01,-0.06,0.52,0.12,0.03
163863,1.06,-0.01,-0.06,0.14,-0.08,0.06
163866,1.06,-0.02,-0.06,0.26,-0.49,-0.01
163870,1.06,-0.01,-0.05,0.15,0.20,0.07
163873,1.06,-0.01,-0.07,0.03,-0.18,-0.04
163876,1.07,-0.01,-0.05,0.01,-0.34,-0.22
163879,1.06,-0.01,-0.06,0.07,-0.18,0.22
163882,1.06,-0.02,-0.06,0.23,-0.02,-0.05
163885,1.06,-0.02,-0.06,0.33,-0.32,0.22
163888,1.06,-0.01,-0.06,-0.15,-0.11,0.07
163891,1.06,-0.02,-0.06,-0.00,-0.38,-0.23
163894,1.06,-0.02,-0.05,0.24,0.26,-0.10
163897,1.06,-0.01,-0.06,0.21,-0.37,0.30
163900,1.07,-0.01,-0.06,0.04,-0.05,0.21
163903,1.07,-0.01,-0.06,-0.17,-0.18,-0.36
163907,1.06,-0.01,-0.06,0.06,-0.26,0.10
163910,1.06,-0.02,-0.06,-0.02,-0.24,-0.13
163913,1.07,-0.01,-0.06,0.12,-0.43,0.10
163916,1.06,-0.01,-0.06,0.09,-0.12,-0.19
163919,1.06,-0.01,-0.05,-0.15,-0.14,-0.10
163922,1.07,-0.01,-0.06,0.29,-0.00,-0.11
163925,1.06,-0.02,-0.06,-0.00,-0.32,0.22
163928,1.06,-0.02,-0.05,0.06,-0.09,-0.17
163931,1.06,-0.01,-0.06,-0.02,-0.46,-0.10
163934,1.07,-0.02,-0.05,-0.08,-0.09,-0.04
163937,1.06,-0.01,-0.04,0.44,-0.53,0.06
163940,1.06,-0.01,-0.06,-0.02,-0.03,0.16
163944,1.06,-0.01,-0.06,0.18,-0.52,-0.23
163947,1.07,-0.01,-0.06,-0.15,-0.12,0.27
163950,1.06,-0.01,-0.06,0.06,0.26,0.35
163953,1.06,-0.01,-0.05,0.06,-0.34,0.12
163956,1.06,-0.02,-0.06,-0.15,-0.38,-0.23
163959,1.06,-0.01,-0.06,0.18,0.03,-0.01
163962,1.06,-0.02,-0.06,-0.22,-0.31,-0.25
163965,1.06,-0.01,-0.06,0.07,0.06,0.18
163968,1.06,-0.02,-0.05,-0.02,-0.41,0.01
163971,1.06,-0.02,-0.05,0.15,-0.37,0.12
163974,1.06,-0.01,-0.06,0.21,-0.28,0.10
163977,1.06,-0.01,-0.06,-0.20,0.27,0.04
163996,1.06,-0.01,-0.06,0.23,-0.11,-0.08
163999,1.06,-0.01,-0.06,0.07,-0.21,0.13
164002,1.06,-0.02,-0.06,-0.17,-0.47,-0.04
164005,1.06,-0.02,-0.06,0.17,0.15,-0.14
164008,1.06,-0.02,-0.06,0.20,0.14,0.10
164011,1.06,-0.01,-0.06,0.24,-0.23,0.06
164014,1.06,-0.01,-0.06,-0.11,-0.14,0.06
164017,1.06,-0.01,-0.05,0.07,-0.05,-0.31
164020,1.06,-0.02,-0.05,0.04,-0.32,-0.05
164023,1.06,-0.02,-0.05,-0.05,-0.15,-0.30
164026,1.06,-0.01,-0.06,0.03,-0.12,-0.02
164029,1.06,-0.01,-0.06,0.29,-0.76,0.09
164032,1.06,-0.02,-0.07,0.04,-0.21,0.06
164036,1.07,-0.01,-0.06,0.03,0.01,-0.14
164039,1.06,-0.01,-0.06,0.17,-0.05,0.01
164042,1.07,-0.01,-0.06,0.18,-0.37,0.04
164045,1.06,-0.01,-0.06,0.24,-0.20,-0.13
164048,1.07,-0.02,-0.06,0.06,-0.24,-0.14
164051,1.06,-0.01,-0.06,0.20,-0.18,-0.10
164054,1.07,-0.01,-0.06,-0.35,-0.20,-0.16
164057,1.07,-0.01,-0.06,0.17,-0.35,0.03
164059,1.07,-0.01,-0.06,0.40,0.21,-0.04
164062,1.06,-0.02,-0.07,0.17,-0.58,-0.16
164065,1.06,-0.02,-0.07,0.07,-0.24,0.03
164068,1.07,-0.01,-0.06,-0.08,0.35,0.06
164073,1.06,-0.02,-0.05,0.06,-0.14,-0.13
164076,1.06,-0.02,-0.06,0.11,-0.37,0.03
164079,1.06,-0.02,-0.05,-0.14,-0.15,0.01
164082,1.06,-0.02,-0.06,0.27,-0.18,0.04
164084,1.06,-0.02,-0.05,0.04,-0.32,-0.19
164087,1.06,-0.02,-0.06,0.03,0.14,0.15
164090,1.07,-0.02,-0.06,0.20,-0.50,0.27
164093,1.07,-0.02,-0.05,-0.06,0.01,-0.39
164096,1.07,-0.01,-0.06,0.18,-0.15,-0.31
164099,1.06,-0.02,-0.06,-0.11,-0.32,0.01
164102,1.06,-0.01,-0.06,0.06,-0.47,-0.16
164105,1.07,-0.01,-0.06,0.03,-0.31,-0.02
164109,1.06,-0.02,-0.05,0.14,-0.49,0.03
164112,1.07,-0.01,-0.06,-0.03,0.50,-0.25
164115,1.06,-0.02,-0.05,0.01,-0.37,0.01
164118,1.06,-0.01,-0.05,0.17,-0.08,-0.01
164121,1.06,-0.01,-0.05,0.07,0.35,-0.04
164124,1.06,-0.02,-0.07,-0.02,-0.23,-0.17
164127,1.06,-0.01,-0.05,0.17,-0.15,0.15
164130,1.06,-0.01,-0.06,-0.11,-0.32,0.15
164133,1.06,-0.02,-0.06,0.20,0.12,-0.14
164136,1.06,-0.01,-0.06,0.20,-0.34,-0.02
164139,1.07,-0.01,-0.06,0.18,-0.38,-0.25
164142,1.06,-0.01,-0.06,-0.06,0.34,0.28
164145,1.07,-0.01,-0.06,-0.23,-0.28,-0.04
164149,1.06,-0.02,-0.06,0.29,-0.24,-0.17
164152,1.06,-0.01,-0.06,-0.02,-0.41,0.22
164155,1.06,-0.01,-0.06,0.26,-0.11,-0.19
164158,1.07,-0.02,-0.06,0.24,0.06,0.04
164161,1.07,-0.02,-0.05,-0.14,-0.15,-0.08
164164,1.07,-0.01,-0.06,0.29,-0.18,-0.13
164167,1.06,-0.01,-0.07,-0.02,-0.05,-0.20
164170,1.06,-0.01,-0.07,0.15,0.49,0.25
164173,1.06,-0.01,-0.05,0.20,-0.00,-0.17
164176,1.07,-0.02,-0.06,0.27,-0.46,-0.33
164179,1.06,-0.02,-0.05,0.18,0.11,-0.04
164182,1.06,-0.01,-0.06,-0.14,0.01,-0.13
164186,1.07,-0.01,-0.06,0.14,-0.41,0.19
164189,1.06,-0.01,-0.06,0.12,-0.14,0.19
164192,1.06,-0.01,-0.06,-0.05,0.14,-0.05
164195,1.06,-0.02,-0.06,0.41,-0.00,-0.11
164198,1.07,-0.02,-0.06,-0.26,-0.20,0.12
164201,1.06,-0.01,-0.05,0.29,-0.28,0.16
164204,1.06,-0.01,-0.06,-0.18,-0.26,0.15
164207,1.06,-0.02,-0.06,0.35,0.08,0.03
164210,1.06,-0.02,-0.06,0.11,-0.21,-0.01
164213,1.07,-0.01,-0.06,0.07,-0.43,-0.25
164216,1.06,-0.02,-0.05,0.20,-0.32,0.04
164219,1.06,-0.01,-0.05,0.01,0.03,0.22
164223,1.06,-0.01,-0.06,-0.00,-0.23,0.19
164226,1.06,-0.02,-0.05,-0.05,-0.24,0.12
164229,1.06,-0.01,-0.06,0.12,0.06,-0.08
164232,1.07,-0.01,-0.06,0.29,-0.12,0.10
164235,1.07,-0.01,-0.06,0.06,-0.17,0.12
164238,1.06,-0.02,-0.05,0.23,-0.02,-0.16
164241,1.06,-0.02,-0.06,0.07,-0.05,0.16
164244,1.07,-0.01,-0.06,-0.00,-0.26,-0.07
164247,1.06,-0.02,-0.06,0.01,-0.24,0.19
164250,1.06,-0.01,-0.06,-0.06,0.26,-0.07
164253,1.07,-0.02,-0.06,0.32,-0.29,-0.04
164256,1.06,-0.02,-0.06,0.30,-0.31,-0.08
164259,1.06,-0.01,-0.06,0.17,-0.37,-0.08
164263,1.06,-0.01,-0.06,-0.05,-0.17,0.03
164266,1.06,-0.02,-0.06,-0.11,0.03,-0.13
164269,1.06,-0.02,-0.06,0.21,-0.05,0.15
164272,1.06,-0.01,-0.06,-0.22,-0.21,-0.20
164275,1.06,-0.01,-0.06,0.18,0.03,0.24
164278,1.06,-0.01,-0.06,0.06,-0.40,0.06
164281,1.06,-0.02,-0.05,-0.05,-0.08,-0.52
164284,1.06,-0.01,-0.06,0.17,-0.17,-0.04
164287,1.06,-0.01,-0.06,0.15,0.15,0.09
164290,1.07,-0.02,-0.06,0.30,-0.70,-0.07
164292,1.06,-0.01,-0.06,-0.02,-0.02,0.06
164295,1.06,-0.01,-0.06,0.30,-0.17,0.18
164300,1.07,-0.01,-0.06,0.38,0.11,0.09
164303,1.06,-0.01,-0.05,-0.00,0.14,0.09
164306,1.06,-0.01,-0.06,-0.05,0.15,-0.02
164309,1.07,-0.01,-0.06,-0.25,0.14,-0.30
164312,1.07,-0.01,-0.06,0.17,0.01,0.04
164315,1.06,-0.02,-0.06,0.17,-0.26,0.06
164317,1.07,-0.01,-0.06,0.12,-0.26,-0.08
164320,1.07,-0.02,-0.06,-0.11,-0.02,0.16
164323,1.07,-0.01,-0.05,0.09,-0.43,-0.13
164326,1.06,-0.01,-0.07,0.07,0.11,0.18
164329,1.07,-0.01,-0.06,-0.05,0.21,-0.04
164332,1.06,-0.01,-0.06,-0.02,-0.44,0.13
164336,1.06,-0.02,-0.05,0.07,0.35,0.12
164339,1.06,-0.01,-0.05,0.32,-0.24,0.15
164342,1.06,-0.01,-0.06,0.07,-0.14,0.04
164345,1.06,-0.01,-0.05,-0.02,-0.37,-0.07
164348,1.06,-0.02,-0.06,0.15,0.21,-0.28
164351,1.06,-0.01,-0.05,0.12,0.01,0.10
164354,1.06,-0.02,-0.06,0.21,-0.12,-0.08
164357,1.06,-0.01,-0.07,0.07,0.01,-0.13
164360,1.06,-0.01,-0.06,0.01,-0.34,0.09
164363,1.06,-0.01,-0.06,0.04,-0.38,0.09
164366,1.06,-0.01,-0.06,0.01,-0.24,-0.02
164369,1.07,-0.01,-0.06,0.06,-0.00,0.12
164372,1.06,-0.02,-0.07,0.04,-0.26,0.19
164376,1.07,-0.02,-0.07,0.21,-0.44,0.10
164379,1.06,-0.01,-0.06,-0.00,-0.00,-0.11
164382,1.06,-0.01,-0.05,0.07,-0.14,-0.08
164385,1.07,-0.01,-0.06,0.01,-0.41,0.07
164388,1.06,-0.01,-0.07,-0.08,0.15,0.09
164391,1.07,-0.02,-0.06,-0.00,-0.14,-0.22
164394,1.06,-0.02,-0.06,0.12,-0.06,0.18
164397,1.06,-0.01,-0.07,0.01,0.06,0.13
164400,1.06,-0.01,-0.06,0.14,-0.43,-0.25
164403,1.06,-0.01,-0.06,0.20,-0.38,0.10
164406,1.06,-0.01,-0.06,-0.12,0.08,-0.11
164409,1.06,-0.02,-0.07,-0.02,-0.14,-0.23
164413,1.07,-0.01,-0.06,0.09,-0.26,0.04
164416,1.06,-0.01,-0.06,0.04,-0.03,0.19
164419,1.06,-0.01,-0.06,0.14,0.27,-0.20
164422,1.06,-0.01,-0.06,-0.02,-0.40,0.10
164425,1.06,-0.01,-0.07,0.26,-0.15,0.09
164428,1.06,-0.01,-0.06,0.12,0.06,-0.14
164431,1.07,-0.01,-0.05,0.24,-0.00,-0.25
164434,1.06,-0.01,-0.06,0.20,-0.28,-0.17
164437,1.06,-0.01,-0.06,0.14,0.01,-0.07
164440,1.06,-0.02,-0.07,0.01,-0.23,-0.30
164443,1.07,-0.01,-0.06,0.12,-0.02,-0.08
164446,1.06,-0.01,-0.07,0.24,-0.28,-0.26
164450,1.06,-0.01,-0.06,0.17,-0.12,-0.16
164453,1.06,-0.02,-0.06,0.07,-0.37,0.22
164456,1.06,-0.02,-0.06,0.04,0.20,0.07
164459,1.07,-0.01,-0.05,0.15,-0.26,-0.08
164462,1.07,-0.01,-0.06,0.26,-0.03,-0.07
164465,1.05,-0.02,-0.05,0.20,0.12,0.15
164468,1.06,-0.01,-0.06,0.14,-0.24,-0.01
164471,1.06,-0.01,-0.06,0.04,-0.05,0.21
164474,1.06,-0.02,-0.06,0.07,-0.02,-0.28
164477,1.06,-0.02,-0.06,0.38,-0.29,-0.05
164480,1.06,-0.01,-0.06,0.11,-0.02,-0.14
164483,1.06,-0.01,-0.06,0.23,-0.18,0.13
164486,1.07,-0.02,-0.06,0.11,-0.26,0.03
164490,1.06,-0.01,-0.06,0.11,-0.17,0.10
164493,1.07,-0.02,-0.05,0.17,-0.18,0.12
164496,1.06,-0.01,-0.06,0.15,-0.14,-0.07
164499,1.06,-0.01,-0.06,0.30,-0.12,0.22
164502,1.06,-0.01,-0.06,0.15,-0.02,0.06
164505,1.06,-0.01,-0.06,-0.06,-0.11,-0.22
164508,1.06,-0.02,-0.06,0.17,-0.02,0.13
164511,1.07,-0.01,-0.06,0.03,-0.37,0.22
164514,1.07,-0.01,-0.07,0.04,-0.14,-0.25
164517,1.06,-0.01,-0.05,0.29,0.08,0.15
164520,1.05,-0.02,-0.07,0.11,-0.12,0.24
164523,1.07,-0.01,-0.06,0.12,-0.46,-0.13
164527,1.06,-0.02,-0.06,0.07,-0.29,0.19
164530,1.06,-0.01,-0.07,-0.03,-0.20,-0.02
164533,1.07,-0.01,-0.07,0.27,-0.09,-0.08
164536,1.06,-0.02,-0.05,0.14,-0.11,-0.14
164539,1.06,-0.01,-0.07,-0.06,-0.08,-0.04
164542,1.06,-0.02,-0.06,0.11,-0.29,-0.02
164545,1.06,-0.02,-0.07,0.21,-0.03,-0.04
164547,1.07,-0.02,-0.06,0.06,-0.26,-0.05
164550,1.07,-0.01,-0.06,0.21,-0.20,0.03
164553,1.05,-0.02,-0.06,0.06,-0.20,-0.16
164556,1.06,-0.01,-0.07,-0.06,-0.14,-0.10
164559,1.06,-0.02,-0.06,0.11,-0.28,0.15
164563,1.06,-0.01,-0.06,0.33,-0.69,-0.39
164566,1.06,-0.02,-0.06,0.35,-0.05,-0.02
164569,1.06,-0.02,-0.06,-0.06,-0.29,-0.08
164572,1.06,-0.02,-0.06,-0.02,-0.17,-0.02
164575,1.07,-0.01,-0.05,-0.03,-0.35,-0.36
164578,1.06,-0.02,-0.06,0.04,-0.14,-0.22
164581,1.07,-0.01,-0.06,0.07,-0.02,0.10
164584,1.06,-0.02,-0.06,0.18,-0.15,-0.02
164587,1.06,-0.02,-0.06,0.03,-0.40,0.12
164590,1.06,-0.01,-0.05,0.09,-0.53,-0.17
164593,1.06,-0.01,-0.06,0.07,-0.12,0.30
164596,1.06,-0.02,-0.05,0.09,0.32,-0.01
164600,1.07,-0.01,-0.06,0.01,-0.26,-0.30
164617,1.06,-0.01,-0.06,0.29,-0.28,0.06
164620,1.06,-0.01,-0.05,-0.15,-0.23,0.06
164623,1.06,-0.02,-0.05,-0.00,-0.31,-0.14
164626,1.07,-0.01,-0.05,0.15,-0.28,-0.02
164629,1.06,-0.01,-0.06,0.12,-0.15,0.13
164632,1.06,-0.02,-0.06,-0.00,-0.05,-0.19
164635,1.06,-0.01,-0.06,0.21,-0.26,0.21
164638,1.07,-0.02,-0.06,0.14,-0.38,-0.31
164641,1.06,-0.01,-0.06,0.11,-0.18,-0.16
164644,1.06,-0.01,-0.07,0.23,-0.28,-0.02
164647,1.06,-0.02,-0.06,-0.05,0.03,0.38
164650,1.06,-0.01,-0.06,0.29,-0.02,-0.08
164654,1.06,-0.01,-0.05,0.09,-0.09,-0.11
164657,1.06,-0.01,-0.06,0.27,-0.38,-0.28
164660,1.06,-0.01,-0.06,0.21,-0.06,-0.26
164663,1.06,-0.02,-0.06,0.07,-0.40,-0.11
164666,1.06,-0.02,-0.06,0.14,-0.35,-0.23
164669,1.06,-0.02,-0.06,0.11,-0.57,0.04
164672,1.06,-0.02,-0.05,-0.17,-0.06,-0.07
164675,1.06,-0.01,-0.06,0.24,-0.46,-0.20
164678,1.06,-0.01,-0.07,0.03,0.11,-0.05
164681,1.06,-0.01,-0.05,0.26,-0.20,-0.30
164684,1.06,-0.02,-0.06,0.09,-0.23,-0.02
164687,1.06,-0.02,-0.06,-0.06,-0.02,-0.01
164691,1.06,-0.01,-0.07,0.17,-0.29,-0.02
164694,1.06,-0.01,-0.06,0.15,-0.05,-0.02
164697,1.06,-0.02,-0.05,0.30,-0.40,0.21
164700,1.07,-0.02,-0.07,-0.05,-0.20,-0.19
164703,1.06,-0.01,-0.05,0.04,-0.34,-0.04
164706,1.06,-0.02,-0.06,-0.15,-0.05,0.19
164709,1.06,-0.01,-0.06,0.14,-0.37,0.06
164712,1.06,-0.02,-0.06,0.17,0.18,-0.11
164715,1.07,-0.01,-0.06,-0.05,-0.52,-0.05
164718,1.06,-0.02,-0.05,0.24,0.09,-0.16
164721,1.06,-0.01,-0.06,0.41,-0.00,-0.14
164724,1.06,-0.01,-0.06,-0.12,-0.15,0.13
164728,1.06,-0.01,-0.07,0.26,-0.32,0.13
